id,museum_sammlungsbereich,standort,exakter_standort,inventarnummer,alte_inventarnummern,objektbezeichnung_gegenstand,titel,kategorie,objektgattung,objekttyp,anzahl_teile,erfassungsstatus,darstellung_ikonographie,personen_gnd,personen_nicht_normiert,herstellungsort,fundort,dargestellter_genannter_ort,gebrauchsort,ort_der_geistigen_schoepfung,druckort,entstehungsort,publikationsort_verlagsort,technik,material,farbe,hoehe,breite,tiefe,durchmesser,laenge,gewicht,massstab,beschriftung_aufdruck,datumsart,beginn,ende,herstellungszweck,verwendungszweck,land,ethnie,stil,sachgruppe,schlagwoerter,beschreibung,literatur_gvk,literatur_freitext,weblinks,bemerkungen,zustand,fundstelleid,massnahmeid,fundid,fundstellennummer,fundnummer,fundumstaende,befund,schnitt,lagebeschreibung,fund_bemerkung,bezugssystem,longitude,latitude,fund_3d_koordinaten,objektgeschichte,hornbostelsachs
365539,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin,K 185,,Skulptur,Fruchtbarkeitsgöttin Meri*,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Papua-Neuguinea,,,,,,,,,Holz,Peru,49.5cm,11.7cm,13.2cm,,,1010g,,,Entstehungsdatum,1920,1940,,,,,,,,"Die aus einem Stück geschnitzte, mit Durchbrechungen gearbeitete Plastik zeigt eine mit gebeugten Knien auf einer dicken Scheibe stehende, menschliche Gestalt, die vor der Brust ein Kind auf den Händen hält. Das in gekrümmter Haltung auf der Seite liegende Kind blickt nach oben. Die Augen der beiden Figuren sind durch Konchylien dargestellt. An der großen Figur sind außerdem die Ohrmuscheln, die kräftige, gerade Nase und der breite, schmallippige Mund deutlich herausgearbeitet. Das Kind hat ebenfalls eine große Nase. Der Hals der großen Figur ist lang und kräftig, mit betontem Kehlkopf. An beiden Figuren ist der Zwischenraum zwischen den Figuren, an dem Kind auch derjenige zwischen den Zehen durch Kerben markiert. Der rechte Unterarm des Kindes ist abgerochen. An der größeren Figur sind die Füße nicht dargestellt. Die Oberfläche der Plastik lässt unter einem nur teilweise erhaltenem blaßroten Farbüberzug eine dunkelbraune Färbung erkennen.",,"Beschrieben in: Stöhr, Waldemar (1987) Kunst und Kultur der Südsee. Sammlung Clausmeyer Melanesien, Rautenstrauch-Joest-Museum für Völkerkunde, Köln. (FÜ Köln 19)",,"* Meri = Tok Pisin (Pidgin) für Frau. aus Dressler-Brief, Anfang Feb. 1970: Meri steht als Name für eine Fruchtbarkeitsgöttin, die best. Zeremonien vorsitzt. Erwerb und Jahr: Peter und Shirley Dressler, Singapore; München 29.01.1970, für 750 DM (1970 ca 30-50 Jahre alt)",,,,,,,,,,,,,,,,,
365540,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 12,K 186a,,Skulptur,"Fruchtbarkeitsidol ""Pretty-Lady-Typ""",Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Mexiko,,,,,,,,,Gips,Siena,11.7cm,4.6cm,2.1cm,,,122g,,,Herstellungsdatum,-1500,,,,Mittelamerika,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Museum Dahlem, Berlin Der ovale Kopf der im Profil gestreckten Frauenfigur ist unproportional groß. Die Schlitzaugen sind schräg nach hinten hochgezogen. Über dem ovalen, leicht geöffneten Mund ist eine kräftige Nase modelliert. An langen, eng anliegenden Ohren hängt jeweils ein einfacher Ohrring. Das Haar ist auf dem Kopf zu einem konischen Aufsatz zusammengefaßt. Am Oberkörper sind seitlich abgespreizte Armstummel, kleine Brüste und ein eingetiefter Bauchnabel ausgeformt. Entlang der Wirbelsäule ist ein Wulst aufgesetzt. Das breite Gesäß läuft in die kräftigen, kurzen Schenkel aus. Einziges Bekleidungsstück ist ein kurzer Fransenschurz, der vorn das Geschlechtsteil bedeckt und hinten unterhalb des Gesäßes verläuft. Auf der Rückseite des linken Unterschenkels ist ""4310"" eingeritzt.",,,,Erwerb und Jahr: Bücher Büchner Hannover,,,,,,,,,,,,,,,,,
365541,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 12,K 186b,,Skulptur,"Fruchtbarkeitsidol ""Pretty-Lady-Typ""",Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Mexiko,,,,,,,,,Gips,Siena,12.5cm,5.1cm,3.1cm,,,185g,,,Herstellungsdatum,-1200,-800,,,Mittelamerika,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Anthropologisches Museum, Mexiko-City. An der realistisch dargestellten Frauenfigur sind Arme und Beine nur stummelförmig dargestellt. Das leicht vorgestreckte Gesicht ist detailliert ausgeformt: Augenbrauen, Augen - deren Augäpfel durch zwei Einbohrungen markiert sind - schlanke Nase und leicht geöffneter Mund. Das Haar ist zu jeweils zwei schneckenförmigen Gebilden auf beiden Seiten des Kopfes frisiert; daran schließen sich ein kleines rundes und ein längliches Haargebilde bis zum Kinn an. Eine Haarsträhne mitten auf dem Kopf steht hoch. Brüste sind dargestellt. Die Frauenfigur scheint ein kurzes Gewand zu tragen, das ihr Gesäß nicht bedeckt. Am linken, unteren Beinstrummel ist ein schmaler Wulstring in 2 1/2-facher Windung aufmodelliert.",,,,"Kopf angeklebt, Rep. Okt. 1997 durch S. Brietzke Kopf an anderer Stelle gebrochen, Rep. Feb. 1998 durch S. Brietzke März 1998 neue Halterung. Erwerb und Jahr: Bücher Büchner, Hannover",,,,,,,,,,,,,,,,,
365542,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 12,K 187,,Skulptur,Fruchtbarkeitsidol,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Mexiko,,,,,,,,,Gips,Siena,9.2cm,3.2cm,1.8cm,,,74g,,,Herstellungsdatum,-1500,,,,Mittelamerika,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Völkerkundemuseum Dahlem, Berlin. Der unproportional große Kopf der im Profil gestreckten Figur ist realistisch modelliert. Es sind große Schlitzaugen, deutlich abgesetzte, geschwungene Augenbrauen, eine große dreieckige Nase, kleine, runde Ohren und ein kleiner ovaler Mund plastisch dargestellt. Das Haar ist nach oben gekämmt und wird von einer Kette aus großen, zylindrischen Gliedern zusammengehalten. Im Nacken befindet sich eine kleine Einbohrung. An den schlanken Oberkörper sind schräg nach unten stehende Armstummel angesetzt. Der Bauchnabel ist durch einen kleinen Einstich markiert. Von den Schultern hängen jeweils zwei dicke Wülste bis zur Taille herab. Die Schenkel haben die Form einer Knoblauchzehe. Füße sind nicht dargestellt. Auf der Rückseite des rechten Schenkels ist die Nummer 4309 eingeritzt.",,,,,,,,,,,,,,,,,,,,,
365543,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 06 > Karton 06b,K 188,,Skulptur,Frauenfigur mit Ohrringen und ein Kind haltend,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,,,,,,,,,,Gips,Navajo-Weiß,21.4cm,8.8cm,5cm,,,230g,,,Herstellungsdatum,-1400,-1230,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Museum Nikosia, Zypern. ""Die Proportionen (dieser Figur) zeigen als ausladenste Zone das Becken, die Beine laufen nach unten sehr schmal zu. Auf den wenig betonten Oberkörper sind die Brüste plastisch aufgesetzt. Die Arme wirken wie halbrund angesetzte Henkel, ..."" (wobei die rechte Hand in die Taille gelegt ist, während die linke das an die Mutterbrust gelehnte Kind stützt. Der kräftige, konische Hals trägt einen Kopf, von dem zwei riesige, je zweimal durchlöcherte Ohren abstehen. In jedem dieser Löcher bewegt sich ein großer Ohrring.) ""Die Nase hat die Form einer senkrecht stehenden Scheibe. Die Figur ist mit zahlreichen Einritzungen versehen, besonders betont ist das Schamdreieck, (die Knie und der Bauchnabel); außerdem (...) (drei) Ringe um den Hals, zwei Doppelkreise als Augen und einige Haarsträhnen auf der Stirn."" (Prähistorische Staatssammlung München, Museum für Ur- und Frühgeschichte (1985) Idole. Frühe Götterbilder und Opfergaben. Mainz, S. 77.) Das Kind hat die gleichen vogelkopfähnlichen Gesichtszüge wie die Mutter, jedoch stark vereinfacht. Seinen nackten Arm hat es auf die linke Schulter der Mutter gelegt. Die übergroße, linke Hand umfaßt die linke Mutterbrust.",,"Literatur in Zusammenhang: Prähistorische Staatssammlung München, Museum für Ur- und Frühgeschichte (1985) Idole. Frühe Götterbilder und Opfergaben. Mainz, S. 77, Farbtafel 17 (ähnliche Figur).",,"Erwerb und Jahr: Karageorghis, Director of the Department of Antiquities Ministry of Communication & Works ,12.02.1970. 10 Pfund zusammen mit K 189 und K 190. Vgl. Korrespondenz mit der deutschen Botschaft Nicosia/Zypern",,,,,,,,,,,,,,,,,
365544,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 04,K 189,,Skulptur,Tonfigur eines Torsos,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Zypern,,,,,,,,,Gips,Pfirsich,15.5cm,8cm,4.5cm,,,310g,,,Herstellungsdatum,-3000,-2500,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Museum Nikosia, Zypern. Von der Frauenfigur ist nur der Rumpf und der rechte Arm erhalten. Die übrigen Extremitäten sind abgebrochen. Die rechte Hand liegt unter den Brüsten, deren plastische Verzierung möglicherweise eine Tätowierung darstellen soll. Das weibliche Genital und der After sind durch eine senkrechte Kerbe markiert.",,,,"Erwerb und Jahr: über Herrn Karagheorgis, Director of the Department of Antiquities Ministry of Communication & Works, 12.02.1970. 10 Pfund zusammen mit K 188 und K 190. Vgl. Korrespondenz mit der deutschen Botschaft Nicosia/Zypern",,,,,,,,,,,,,,,,,
365545,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 04,K 190,,Skulptur,Weiblicher Torso,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Zypern,,,,,,,,,Gips,Pfirsich; Dunkler Lachs,9.2cm,9.4cm,4.3cm,,,260g,,,Herstellungsdatum,-3000,-2500,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Museum Nikosia, Zypern. Von der Figur ist nur der Rumpf, und zwar bis in Brusthöhe, erhalten. Die Extremitäten sind vermutlich herausgebrochen, ebenso wie die linke Brust. Plastisch dargestellt sind rechte Brust, Bauchnabel, weibliches Genital sowie After. Die ""Abbruchflächen"" der Figur sind innen schwarz bemalt. Der äußere Rand der Abbruchflächen ist, ebenso wie der übrige Körper, hellbraun grundiert. Rücken und Bauch sind mit braunen Streifen in Kammstrich-Anordnung verziert. Auf der Rückseite ist mit schwarzer Farbe aufgemalt: ""Erimi 849""",,,,"Erwerb und Jahr: über Herrn Karagheorgis, Director of the Department of Antiquities Ministry of Communication & Works, 12.02.1970. 10 Pfund zusammen mit K 189 und K 188. Vgl. Korrespondenz mit der deutschen Botschaft Nicosia/Zypern",,,,,,,,,,,,,,,,,
365546,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Neu Maria-Hilf,K 191,,Skulptur,Mutter mit Kind auf dem Rücken,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Nigeria,,,,,,,,,Glasperle,,42cm,11.7cm,21cm,,,985g,,,,,,,,Afrika,Yoruba,,,,"Eine Frau trägt ein Kind auf ihrem Rücken. An der Frau sind nur der Kopf und der Oberkörper detailliert dargestellt. An den zylindrischen Rumpf sind vorn unten zwei Stummel angesetzt, anstelle der Beine. Das durch hakenförmige Einritzungen in paralleler Anordnung markierte Haar der Frau ist konusförmig zusammengefaßt. Ihre Hände liegen seitlich an den weit vorstehenden Brüsten. Das Kind mit nach rechts gewandtem Gesicht hockt auf einen Vorsprung am Rücken der Frau. Um seinen Hals ist eine Kette aus kugeligen roten und gelben sowie aus zylindrischen roten und schwarzen Perlen gelegt. An der unteren Vorderseite des Rumpfes der Frau sowie an der Unterseite der Plastik befinden sich Restaurationsstellen. Vermodertes Holz wurde hier durch organische Modelliermasse ersetzt.",,"Beschrieben in: Nuoffer, Oskar (1925) Afrikanische Plastik in der Gestaltung von Mutter und Kind. Dresden: Reissner, S. 42-47 (Af.Ag.18) siehe Literatur K 216",,"Erwerb und Jahr: Antiquariat Kempf für 300 D-Mark, München 15.03.1970",,,,,,,,,,,,,,,,,
365547,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 05,K 192,,,Hirsch-Rinder-Gruppe,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Türkei,,,,,,,,,Eisen,Schwarz,12.2cm,13.8cm,5.8cm,,,525g,,,Herstellungsdatum,-2300,-2100,,,,,,,,"Es handelt sich um eine Nachbildung. In einem in sich verdrehten Ring (Z-Drehung) mit quadratischem Querschnitt steht in der Mitte ein großer Hirsch, dessen 16-endiges Geweih die durch den Ring gegebene Umrahmung überragt. Zu beiden Seiten des Hirsches steht jeweils ein kleineres Rind mit nach vorn weisenden Hörnern. An der Basis der Ringumrahmung befindet sich auf jeder Seite ein langes, nach hinten weisendes Horn mit kugeligem Ende. Unten an dem Ring ist eine H-förmige Befestigungsvorrichtung angesetzt. Der Hirsch spielt als Attribut-Tier bei der Artemis eine große Rolle.",,"Literatur in Zusammenhang: Akurgal, Ekrem (Hg.) (1980) Kunst in der Türkei. Würzburg, Abb. 2 (ähnliches Objekt).",,,,,,,,,,,,,,,,,,,
365548,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 04,K 193,,Skulptur,Weibliches Idol von den Kykladen-Inseln,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Griechenland,,,,,,,,,Gips,Heller Lachs; Tomate,11.2cm,6.8cm,2.9cm,,,38g,,,Herstellungsdatum,-1300,-1201,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Nationalmuseum Athen. Stellvertretend für eine der beiden Haupttypen der mykenischen Zeit. Der säulenförmige Körper schwingt zu einer Standfläche aus. Der Hals geht ohne Trennung in den vogelartigen Kopf über, auf dem eine ausladende polosartige Kopfbedeckung sitzt. Die Bemalung in braunroter Farbe zeigt Spuren von senkrechten Streifen am Unter- und enge Wellenlinien am Oberkörper. Die Kopfbedeckung und die Augen sind mit braunroter Farbe markiert. Die Nase ist plastisch als Grat herausgearbeitet. Die Brüste sind als leichte Erhebung dargestellt. Die Arme sind flügelartig emporgehoben. Diese Figur stellt den sogenannten psi-Typus dar. Sie wird abgeleitet von den minoischen Darstellungen einer Göttin im Epiphaniegestus. (vgl. Prähistorische Staatssammlung München, Museum für Ur- und Frühgeschichte (1985) Idole. Frühe Götterbilder und Opfergaben. Mainz, S. 86.)",,"Beschrieben in: Prähistorische Staatssammlung München, Museum für Vor- und Frühgeschichte (1985) Idole. Frühe Götterbilder und Opfergaben. Mainz, S. 86. Materialmappe Nr. 4.; Literatur in Zusammenhang: Prähistorische Staatssammlung München, Museum für Vor- und Frühgeschichte (1985) Idole. Frühe Götterbilder und Opfergaben. Mainz, S. 83, Farbtafel 23 (sehr ähnliches Objekt).",,"Erwerb und Jahr: über Herrn N.C. Louros aus dem Archäologischen Nationalmuseum, Athen, 1970",,,,,,,,,,,,,,,,,
365549,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 06 > Karton 06b,K 194,,Skulptur,Weibliche Figur,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Sardinien,,,,,,,,,Metall,Beige; Meergrün,20cm,11.8cm,2.1cm,,,475g,,,Herstellungsdatum,-2000,,,,,,,,,"Es handelt sich um eine Nachbildung. Umriß: psi-Typus An der im Profil flachen Figur sind Rumpf und Beine als ein einziges langgezogenes Rechteck dargestellt. Der schlanke Hals geht fließend in den eiförmigen Kopf über, in den Mund, Nase, Augen und Kinn eingeritzt sind. Die Arme sind flügelähnlich erhoben. Zwei kleine Erhebungen stellen die Brüste dar. Bis auf den Kopf ist die gesamte Figur vorn und hinten mit geometrisch angeordneten Ritzlinien verziert. Etwa in Höhe des vermeintlichen Genitalbereichs ist eine Spirale [eckige, quadratische Spirale] eingeritzt. Unten ist ein flaches Plättchen als Standfuß angesetzt.",,"Beschrieben in: Prähistorische Staatssammlung München, Museum für Ur- und Frühgeschichte (1985) Idole. Frühe Götterbilder und Opfergaben. Mainz, S. 86.",,,,,,,,,,,,,,,,,,,
365550,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 03,K 195,,Skulptur,Mutter mit Kind auf dem Schoß (evtl. Kybele),Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Griechenland,,,,,,,,,Gips,Heller Lachs,18.5cm,10.7cm,8.7cm,,,700g,,,,,,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Nationalmuseum Athen, Archiv-Nr. 6174. Auf einem thronähnlichen Stuhl, dessen Rückenlehne an der Oberkante durch halbkreisförmige Zungen mit herausgearbeitetem fünfzackigen Sternrelief zu beiden Seiten erweitert ist, sitzt in realistischer Darstellung eine Frau, die ein Kind in ihren unbekleideten Armen hält. Die Frau trägt ein bis zu den nackten Füßen reichendes Gewand mit engen Falten und eine kappenähnliche Kopfbedeckung mit breitem reliefornamentierten Rand. Das in der Mitte gescheitelte Haar fällt lockig in jeweils zwei Zöpfen über die Schultern und reicht bis zu den Brüsten. Das Gesicht der Frau ist dem des Kindes zugewandt. Ihre rechte Hand stützt den Rücken des Kindes, die linke liegt auf dessen Unterleib. Das Kind mit langem, glatten Haar ist in ein Gewand mit engen Querfalten gewickelt. Der Stuhl entspricht dem üblichen Sitz der Kybele.",,,,"Am 16.03.2015 für die Sonderausstellung aus DA herausgenommen. Erwerb und Jahr: über Herrn N. C. Louros aus dem Archäologischen National Museum Athen für 600 Drachmen (nach damaligem Wechselkurs 73.80 D-Mark), 1970",,,,,,,,,,,,,,,,,
365551,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 05 > Karton 05b,K 196,,Skulptur,Weibliche Kykladen-Figur,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Kykladen,,,,,,,,,Gips,Mokassin,14.4cm,4.6cm,2.2cm,,,135g,,,,,,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Nationalmuseum Athen, Inv.-Nr. 4719. Der Umriß der im Profil gestreckten Figur ähnelt demjenigen einer Violine. Die obere Hälfte der Plastik wird von einem langen, kräftigen Hals und einem flachen, ovalen Kopf gebildet, an dem Schlitzaugen und eine kräftige, flache Nase plastisch dargestellt sind. Der Rumpf mit den beiden Armstummeln, zwei horizontal über den Leib verlaufenden Ritzlinien sowie die plastischen Markierung von Bauchnabel und Schamdreieck sitzen auf den konisch zusammenlaufenden Beinen, die nur durch eine Ritzlinie getrennt sind. Brüste und Füße sind nicht dargestellt.",,Beschrieben in: vgl. Materialmappe Nr. 4,,"Erwerb und Jahr: über Herrn Louros aus dem Archäologischen Museum für 250 Drachmen (nach damaligem Wechselkurs 30.75 D-Mark), Athen 1970",,,,,,,,,,,,,,,,,
365552,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 01,K 197,,Skulptur,Frauenidol der Bronzezeit,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Deutschland,,,,,,,,,Bronze,Sattelbraun; Hellgrün,12.3cm,5.6cm,1.8cm,,,155g,,,Herstellungsdatum,-1200,,,,,,,,,"Es handelt sich um eine Nachbildung. Auf dem im Profil gestreckten Frauenkörper sitzt ein ovaler Kopf, dem eine längliche ovale Maske vorgesetzt ist. Die Ohren stehen halbkreisförmig ab. An der Maske sind die Augenbrauen abgesetzt und die Augen durch knopfartige Verdickungen dargestellt. Die Nase ist schmal, rechteckig und flach. Der Mund ist waagerecht eingeschnitten. Die sehr dünnen Arme sind seitlich henkelförmig abgewinkelt, der Zwischenraum um den Rumpf ist durchbrochen. Die in Umrissen dargestellten Hände liegen auf dem Bauch auf. Die Brüste sind durch zwei knopfförmige Verdickungen dargestellt. Um die Taille ist ein wulstiger Gürtel gelegt. Das weibliche Geschlechtsteil ist durch Einritzungen markiert. Das breite Becken läuft in dünnen Beinen aus. Füße sind nicht dargestellt. Vermutlich eine Grabbeigabe.",,,,"Erwerb und Jahr: ARA-Kunst für 150 D-Mark,15.04.1986, vgl. Korrespondenz",,,,,,,,,,,,,,,,,
365553,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 05 > Karton 05b,K 198,,Skulptur,Weibliche Figur der Kykladen-Kultur,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Kykladen,,,,,,,,,Gips,Navajo-Weiß,16.5cm,5.2cm,2.6cm,,,255g,,,Herstellungsdatum,-2500,-2000,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Nationalmuseum Athen, Archiv-Nr. 3871. Die im Profil flach und gerade gestreckte, schlanke Frauenfigur hält die Unterarme parallel unter den Brüsten, wobei der rechte Unterarm unter dem linken liegt. Die Oberarme sind seitlich angelegt. Der ovale, stilisierte Kopf, an dem nur die kräftige, aber flache Nase plastisch dargestellt ist, ist nach hinten geneigt. Die Beine sind deutlich markiert und von den Knien bis zu den Knöcheln getrennt voneinander gearbeitet. Die Fußspitzen sind heruntergestreckt. Zuordnung nach Thimme: Kanonisch evtl. auch Kapsala-Typ (Ausformung der Beine).",,Beschrieben in: vgl. Materialmappe.,,"Erwerb und Jahr: über Herrn Louros aus dem Archäologischen National Museum für 200 Drachmen (nach damaligem Wechselkurs 24.60 D-Mark), Athen 1970",,,,,,,,,,,,,,,,,
